"point_id","x","y","total_1860","total_1830","slaves_1830","total_1790","slaves_1790","slaves_1860","free_blacks_1860","total_1970","black_1970","total_2010","black_2010","jail_2010"
11747,371161,-722835,3749.817,4006.020,2894.655,"","",2048.597,22.265,11271.167,3130.562,19070.287,6760.357,831.169
907,-1944421,1160166,9.794,"","","","","",0.030,2042.349,6.887,18710.547,138.714,68.906
5251,981864,447679,7164.036,196.093,"","","","",9.662,16678.043,6.127,19262.551,95.421,45.847
5575,880080,396787,8830.328,751.947,"","","","",105.602,34508.672,1243.921,19192.738,1326.441,107.126
11842,498391,-748281,3099.707,650.533,273.109,"","",1706.489,3.643,9185.816,2928.875,19060.926,3362.478,107.459
3318,1668905,753031,11774.640,12370.000,"",342.451,6.979,"",64.264,13275.070,64.362,19442.998,302.548,51.240
7502,803743,91436,7935.084,3019.410,537.560,360.181,39.727,356.793,6.839,10940.527,106.385,19191.361,177.037,99.436
6545,829189,244112,7007.047,2603.490,"","","","",15.115,9826.276,10.109,19345.559,145.263,79.177
3451,574729,727585,10240.861,13.943,0.021,"","","",19.829,21422.646,28.529,19159.010,133.816,67.523
10494,1159986,-417483,6571.927,3555.230,1543.409,298.129,45.453,4078.598,38.567,13034.311,5275.929,20305.285,5400.257,123.904
6049,549283,320449,5758.596,768.750,0.707,"","","",9.190,12818.107,207.049,19311.516,1165.405,35.075
12019,523837,-799173,5484.122,176.609,97.947,"","",3246.697,133.215,17900.949,6272.755,19362.768,6902.841,127.733
10790,-672123,-493821,36.688,"","","","","","",2409.384,23.654,18204.188,568.033,127.899
11845,574729,-748281,1270.020,228.475,64.397,"","",441.515,61.780,9657.277,2222.265,19351.385,1393.930,112.084
10418,-773907,-417483,22.658,"","","","","",0.024,13712.456,828.226,19628.871,502.659,121.303
4269,905526,600355,9184.897,358.740,"","","","",87.822,16128.545,476.801,19475.271,555.016,71.766
6685,294823,218666,5899.061,590.047,110.418,"","",1378.456,6.322,11376.744,715.642,19494.295,1503.553,75.477
2706,-2300665,829369,61.373,"","","","","",1.478,636.770,1.485,19258.311,580.939,108.299
10703,167594,-468375,1709.719,37.732,17.151,"","",795.513,"",14558.456,4461.245,19459.066,4540.593,35.214
3338,-2300665,727585,237.013,"","","","","",0.527,6854.390,31.696,18823.412,351.050,71.393
3315,1592567,753031,15630.881,12585.900,0.078,342.451,6.979,"",59.470,21863.430,321.417,19459.779,603.766,51.748
12620,-137758,-1257200,424.029,0.541,0.069,"","",0.492,4.643,6058.194,7.255,18410.430,213.213,60.114
10949,371161,-519267,2604.528,256.395,106.997,"","",1431.925,0.887,9278.641,3376.920,19083.912,10259.799,458.711
9254,1465338,-188470,5608.493,2163.700,579.208,1205.410,131.153,2929.370,75.913,13346.958,5425.160,19885.998,10003.511,66.376
12081,116702,-824619,622.317,"","","","",210.561,1.561,9424.057,2123.270,19298.867,1888.209,64.574
5896,778297,345895,11090.579,712.730,"","","","",56.766,15392.725,29.807,18908.688,488.947,74.086
5252,1007310,447679,9611.422,309.002,"","","","",23.436,25061.980,83.377,19176.379,212.040,48.999
10226,905526,-366591,4103.744,"","","","",722.794,4.092,19977.164,2721.988,19007.973,1002.884,88.177
1665,2076041,1032936,14681.725,11864.500,"",709.712,"","",29.164,14931.955,19.167,19354.771,122.782,59.093
11504,1159986,-646497,1936.716,315.682,43.112,"","",934.741,6.258,13595.286,4212.324,19199.158,3571.507,259.897
10210,498391,-366591,2686.664,"","","","",2058.869,0.028,15978.398,10177.600,19546.848,15277.206,132.348
7007,345715,167774,5148.169,1170.800,247.079,"","",1334.470,9.146,7626.792,565.297,19600.973,1722.850,26.179
929,-1384610,1160166,1.789,"","","","","",0.004,4144.594,5.169,19464.725,124.543,79.410
7015,549283,167774,8386.148,1590.400,2.178,"","","",112.803,15795.740,88.170,19479.910,117.262,29.944
10810,-163204,-493821,907.717,"","","","",39.183,0.225,4460.020,5.655,19605.746,144.727,73.299
2550,1872473,880261,9268.992,8950.160,"",5585.380,3.473,"",27.246,11109.031,11.689,19142.016,207.580,91.529
11755,574729,-722835,1351.894,247.930,72.730,"","",485.281,6.317,15530.208,4997.837,19440.639,5484.155,93.342
9535,1134540,-239362,3844.529,3592.910,781.618,1290.550,112.492,472.349,24.225,15735.709,955.160,19826.439,568.188,98.114
12463,1516229,-1028186,6.562,"","","","",0.727,0.094,7211.899,1468.364,19940.080,1508.564,192.735
3782,600175,676693,11888.343,13.943,0.021,"","","",4.977,18994.244,126.916,19408.439,182.403,48.683
9495,116702,-239362,"",205.577,29.657,"","","","",12845.312,789.597,19861.832,555.035,76.147
4259,549283,600355,12106.609,13.943,0.021,"","","",27.973,29443.324,1052.855,19545.645,256.044,77.279
7976,778297,15098,5583.858,1883.780,260.020,314.360,37.519,791.167,20.171,13007.239,492.164,19349.654,1189.782,207.066
9350,142148,-213916,2419.054,205.577,29.657,"","",264.401,1.849,5338.246,11.386,19154.842,253.553,46.615
5084,930972,473125,7176.955,109.571,"","","","",46.579,16607.254,75.797,19551.230,163.568,70.821
2388,981864,905707,94.294,2.589,0.001,"","","","",9984.779,20.810,19913.557,123.092,53.677
4793,-2275219,498571,859.202,"","","","","",8.445,3674.328,8.441,20402.590,411.970,105.853
12512,1516229,-1079078,3.820,"","","","",0.728,0.183,7917.864,4059.077,19173.576,10580.286,78.991
3154,1643459,778477,16454.973,13002.800,0.735,342.451,6.979,"",111.726,16492.947,109.268,19942.139,904.304,42.633
2836,1592567,829369,14570.728,10498.500,2.021,342.451,6.979,"",57.896,13089.869,31.502,19602.051,152.455,34.770
8456,803743,-61240,8055.485,6774.880,1989.343,153.420,20.814,2609.128,64.368,13384.750,1929.790,19666.869,3085.555,92.993
7668,1007310,65990,9242.484,5643.090,1605.578,658.552,84.326,2952.491,93.552,12402.079,730.417,19758.551,475.243,90.619
1945,1618013,982044,5742.127,3290.690,"",342.451,6.979,"",4.048,7684.620,14.410,19683.676,1003.493,33.596
10235,1134540,-366591,7747.076,7503.410,4454.844,1949.200,492.908,4445.535,11.590,13078.699,4516.312,19995.848,3282.219,128.544
11165,40364,-570159,1824.069,"","","","",499.752,0.475,7125.945,985.836,19893.543,1562.853,117.492
11859,930972,-748281,109.276,82.300,32.398,"","",20.501,0.475,1203.373,123.002,17925.660,272.642,97.627
11875,1338108,-748281,862.351,413.360,169.377,"","",215.177,1.318,11979.146,2141.017,20613.559,4064.850,125.364
2234,854634,931152,242.497,7.983,"","","","","",5666.644,15.044,19481.160,168.764,68.198
8958,1567121,-137578,4065.923,3433.650,1332.693,1817.440,436.851,1667.013,138.467,11126.694,3568.705,19231.006,4267.217,66.277
5571,778297,396787,6668.480,288.747,"","","","",10.842,11665.514,8.998,19967.285,106.349,104.441
5134,-1995313,447679,62.733,"","","","","",0.420,4259.366,34.786,19633.322,219.351,56.894
4921,981864,498571,5955.053,275.854,"","","","",6.473,17423.371,58.855,19949.172,162.714,112.902
12011,320269,-799173,1025.183,577.608,237.335,"","",446.134,44.815,14000.731,2821.989,19735.498,3937.301,83.824
11873,1287216,-748281,1340.078,135.005,60.823,"","",572.653,0.434,8186.876,2239.671,20204.025,2068.000,97.136
8459,880080,-61240,5959.760,4630.380,760.421,139.804,22.203,824.493,84.855,9950.607,157.081,18807.312,158.968,148.809
2434,-1664516,880261,2.376,"","","","","",0.007,18413.754,26.932,19142.523,78.939,55.711
3442,345715,727585,3492.042,2.694,0.023,"","","",6.259,15741.747,10.942,19864.355,436.735,31.233
11576,651067,-671943,581.473,535.981,155.533,"","",164.669,2.231,15778.783,3895.386,20033.678,3152.569,97.330
2969,600175,803923,3714.271,13.533,0.020,"","","",3.885,13226.648,3.998,19773.418,100.498,66.303
2256,1974257,931152,11715.786,11604.400,"",2994.260,0.808,"",15.054,22192.348,31.655,20032.316,99.067,43.861
9050,65810,-163024,"",1.228,0.096,"","","","",8560.541,368.701,19237.148,1010.871,47.599
9497,167594,-239362,2701.167,138.192,19.673,"","",281.977,1.117,9061.566,102.683,19874.148,210.270,72.603
7833,1159986,40544,2330.716,1375.730,135.548,295.520,18.237,59.564,6.641,17715.764,336.281,20802.477,123.851,97.488
7038,1134540,167774,5313.733,1214.070,95.405,268.209,17.881,169.761,19.722,12820.448,30.243,19923.152,173.332,171.043
9367,574729,-213916,6795.263,4202.880,1366.204,"","",3713.198,9.340,12731.658,5268.436,20103.275,5109.611,90.628
6314,-952029,269558,15.166,"","","","","","",1338.365,4.227,19501.197,181.166,44.245
6088,1541675,320449,9680.030,10254.300,2808.178,7335.340,1758.020,3790.493,308.916,11742.555,2300.285,19963.252,978.055,37.704
7482,294823,91436,2804.219,328.501,29.843,"","",122.518,1.135,5755.893,18.320,21129.842,167.735,95.655
12478,-112312,-1053632,193.848,50.376,13.645,"","",28.589,0.599,4054.755,140.706,19291.670,401.960,132.915
11593,1083648,-671943,2559.622,648.999,229.360,"","",1271.867,2.791,8950.209,3744.966,20371.559,9034.973,443.690
10750,1363554,-468375,2402.443,4072.280,3393.680,2062.200,1565.480,1083.388,8.558,7416.832,1919.638,20016.721,3430.989,193.489
4435,1058202,574909,1159.078,2188.220,"","","","",7.061,10261.314,3.368,20404.961,858.846,34.636
9613,-544893,-264808,"","","","","","","",9854.342,83.855,18897.203,454.839,61.214
5221,218485,447679,4809.472,"","","","","",6.265,14434.018,29.992,19142.836,434.773,33.338
6418,1694351,269558,2938.091,4305.680,1213.394,3577.770,1298.790,867.748,575.659,5609.407,1524.386,19807.355,3755.775,79.798
5102,1389000,473125,11830.966,4271.820,3.297,2126.560,16.992,"",61.562,26198.688,215.116,20105.082,242.126,51.816
8299,854634,-35794,7259.852,4886.970,909.001,121.351,20.274,1610.359,54.241,13846.119,862.688,19167.918,380.960,120.239
7357,1159986,116882,3566.612,728.267,25.552,240.830,16.453,33.723,14.245,13369.034,13.826,19598.488,772.931,76.726
11544,-163204,-671943,632.653,"","","","",73.574,0.005,8337.082,753.834,19910.395,3239.387,29.462
4233,-112312,600355,36.116,"","","","","",0.621,6325.374,16.602,20058.553,407.536,0.916
11317,1236324,-595605,693.701,94.321,4.813,"","",159.751,2.410,7060.784,1942.507,19446.207,6280.247,99.878
4959,-2249773,473125,745.257,"","","","","",6.923,3548.840,9.044,19889.365,864.953,102.635
10753,1439892,-468375,1715.652,"","","","",1393.407,34.653,7075.035,2331.042,18576.770,4656.171,38.482
9327,-443109,-213916,"","","","","","","",7249.551,242.647,19739.521,837.925,94.254
1532,-1969867,1032936,6.346,"","","","","",0.034,1331.807,3.338,19422.791,119.432,38.167
10630,1439892,-442929,3922.662,"","","","",3119.127,60.233,11310.839,4013.254,20293.338,6310.916,43.862
3158,1745243,778477,13869.705,13303.800,0.393,5533.970,240.501,"",188.487,10885.893,53.697,20399.387,402.056,42.237
12096,498391,-824619,9617.415,49431.800,16594.918,"","",6477.891,55.232,18314.096,7926.294,20127.662,9908.333,106.978
8491,1694351,-61240,3896.359,2527.970,959.887,1224.470,364.676,1567.423,185.233,12074.138,3798.384,21561.281,5660.015,60.554
9106,1490783,-163024,3446.757,2112.220,637.321,1196.630,196.628,1671.331,123.839,17232.092,6901.412,20322.623,9051.256,113.896
5432,1414446,422233,9327.142,4096.870,0.447,1061.700,3.719,"",54.079,17825.598,21.214,20473.309,646.098,41.588
9837,1490783,-290254,3398.112,3166.610,2366.344,1848.690,1084.360,2250.709,9.434,13687.312,6682.034,21108.873,14734.893,85.235
2816,498391,829369,434.226,13.337,0.022,"","","",0.307,12180.839,3.759,20123.627,101.024,60.961
12112,1312662,-824619,1088.573,24.428,21.895,"","",651.512,0.120,6102.943,1579.911,20236.580,1941.301,148.482
11479,523837,-646497,3043.570,1372.840,458.228,"","",1416.215,1.375,11126.358,3416.838,20673.002,7997.831,78.185
3171,2076041,778477,3549.563,1236.610,"",752.097,"","",24.059,6322.737,139.124,19539.852,381.170,71.221
10866,1261770,-493821,980.132,575.599,142.895,548.692,331.894,311.994,2.460,7909.984,2424.915,19871.961,6236.375,80.441
5770,1694351,371341,10827.587,8795.340,1555.195,9044.580,2549.000,2290.952,2629.778,12966.039,3169.917,19951.346,3151.792,90.844
3478,1567121,727585,16165.305,14534.900,"",342.451,6.979,"",125.086,28011.738,546.928,20023.814,707.411,30.501
10730,854634,-468375,3269.972,"","","","",1079.918,6.473,8468.916,1295.040,20179.473,1784.744,112.484
9929,269377,-315700,1336.911,134.695,24.634,"","",130.142,0.297,16407.822,1516.550,19582.719,1342.561,68.405
7200,1210878,142328,1454.419,442.203,41.389,372.875,23.340,44.961,0.461,19432.422,883.417,20406.752,213.778,123.523
9945,676513,-315700,5026.696,358.126,145.380,"","",1010.486,2.837,17430.213,3016.959,19407.672,2476.084,73.987
6548,905526,244112,11105.633,5420.500,"","","","",37.551,13494.758,14.023,20295.301,90.747,86.689
12095,472945,-824619,9625.519,3441.460,2629.992,"","",5365.301,73.367,15152.935,5483.590,19932.396,9234.521,106.587
6070,1083648,320449,10452.021,8656.470,"","","","",390.858,14986.081,633.792,20173.215,1562.573,52.205
4079,-10528,625801,3.251,"","","","","","",9101.541,7.477,19995.691,140.719,16.852
7348,930972,116882,9146.459,7766.240,2214.687,1931.090,363.748,3420.990,50.838,9438.244,838.702,19559.152,501.525,55.550
571,-1842637,1236504,14.276,"","","","","",0.011,8404.283,90.842,19327.438,176.705,134.703
4123,1414446,625801,3311.188,377.913,"",331.084,1.680,"",6.200,13676.326,32.218,20523.576,969.042,53.938
9944,651067,-315700,5948.364,"","","","",1926.166,1.731,14329.500,2494.839,19739.549,2465.081,78.435
7836,1236324,40544,4576.530,2018.410,321.036,623.733,44.939,489.471,27.161,14556.031,223.144,20556.535,223.804,152.633
4942,1516229,498571,8203.389,6799.200,"",1062.420,8.289,"",129.715,17826.662,216.050,20227.113,385.917,53.444
6578,1668905,244112,5472.011,2165.800,994.242,2501.260,1124.820,2405.301,733.907,12154.932,3263.921,20195.648,4400.085,85.735
4994,-1359164,473125,1105.401,"","","","",1.749,2.394,3154.783,4.036,19373.566,251.137,54.707
1517,2076041,1058382,14625.367,9878.600,"",432.308,"","",32.682,20141.297,23.191,20359.621,183.843,44.476
8790,1236324,-112132,3825.120,2829.950,572.352,1047.040,82.037,581.524,111.895,16938.297,878.654,20496.900,657.935,53.886
1620,269377,1032936,13.992,5.318,"","","","","",7144.028,2.358,20188.615,243.634,40.869
5881,396607,345895,9741.868,257.688,"","","","",25.152,9502.246,95.351,21253.645,913.071,29.369
5410,854634,422233,10326.902,99.221,"","","","",17.547,21274.141,64.487,20726.791,136.571,90.867
7353,1058202,116882,5867.545,3691.290,727.912,444.053,51.343,1696.499,93.292,12611.273,595.740,20494.252,495.923,152.196
8346,-1995313,-61240,310.815,"","","","","",2.386,5589.229,230.459,20192.729,2002.375,68.149
5620,-2122543,371341,2734.517,"","","","","",20.734,4384.979,103.190,21458.352,342.594,72.387
10229,981864,-366591,3794.551,2173.800,399.304,"","",547.534,2.868,12195.772,1159.750,20640.598,1224.988,120.755
3602,218485,702139,1186.607,"","","","","",0.003,13252.318,22.351,20699.682,291.856,61.775
4725,193040,524017,1508.737,"","","","","","",12126.160,26.482,20127.895,358.830,20.342
11149,-366772,-570159,"","","","","","","",9877.992,904.356,20122.730,1918.094,112.003
9670,905526,-264808,4058.884,774.660,135.940,"","",755.921,14.874,8697.854,439.308,20298.473,1039.299,2.349
12377,1541675,-951849,1.032,"","","","",0.088,0.004,4019.843,405.200,19494.574,1282.618,115.717
3262,-61420,753031,"","","","","","","",5778.683,1.109,19990.027,262.659,18.806
8768,676513,-112132,7275.330,2152.280,333.105,5.851,0.650,2077.479,4.520,10117.341,1299.285,20745.441,2629.406,164.132
3976,1745243,651247,8992.316,10207.400,"",2571.370,218.940,"",77.838,19619.387,1270.753,20945.971,3098.154,61.953
2109,1999703,956598,15110.321,11864.300,"",2367.680,"","",13.482,26926.957,110.784,20729.930,135.134,30.047
5091,1109094,473125,15105.396,5059.700,"","","","",30.426,23699.213,220.105,20294.033,240.938,51.828
8164,1490783,-10348,7652.870,6107.360,2248.309,3149.920,729.521,3145.845,206.905,12290.424,5293.257,21145.123,4982.919,40.151
7367,1414446,116882,5908.730,6150.860,2584.460,3083.320,788.734,1751.855,144.067,8357.209,821.608,20997.848,736.160,107.586
3805,1490783,676693,11221.760,5555.140,"",52.269,0.487,"",76.840,15305.214,110.492,20979.525,545.896,48.464
3287,574729,753031,9059.525,13.943,0.021,"","","",19.009,10232.270,2.075,20486.051,278.916,73.385
4941,1490783,498571,8202.947,5409.570,0.809,946.018,6.362,"",82.933,21008.832,302.360,20618.703,859.625,46.388
12065,-290434,-824619,236.029,"","","","",8.896,"",3780.080,117.105,20082.752,619.419,91.193
3779,523837,676693,7456.945,13.943,0.021,"","","",6.888,12396.386,8.302,21099.055,201.075,87.748
8186,-2020759,-35794,310.815,"","","","","",2.386,3912.123,27.165,21349.166,1537.271,75.055
12187,1465338,-850065,150.599,"","","","",38.048,0.006,9755.932,1252.346,20979.910,1139.718,89.703
7345,854634,116882,9445.498,7309.150,1656.104,438.934,83.181,44.097,57.391,10620.658,83.852,21044.488,174.407,128.985
9998,-1511840,-341146,72.989,"","","","","",0.231,2325.717,50.552,20224.307,1096.640,64.105
11636,-137758,-697389,1081.779,"","","","",254.515,0.341,20592.178,2514.420,20713.545,1740.609,69.578
11826,91256,-748281,1649.245,"","","","",779.591,0.746,3183.258,877.694,20978.160,3015.689,172.042
5400,600175,422233,5540.949,290.670,0.136,"","","",5.425,14905.347,204.344,21608.387,571.783,55.525
8754,320269,-112132,1083.795,52.514,2.923,"","",31.206,3.648,5288.722,1.327,21286.934,63.296,70.999
2203,40364,931152,54.169,"","","","","","",7133.584,1.251,20544.754,200.066,51.672
4265,803743,600355,4293.252,14.662,"","","","",22.512,16690.223,542.536,21261.783,1238.001,55.746
1259,-2122543,1083828,664.462,"","","","","",0.846,9261.637,12.810,20561.383,236.092,34.660
4758,1058202,524017,6830.732,1140.450,"","","","",6.799,30456.197,257.709,20908.750,175.781,60.239
3144,1389000,778477,11480.598,9831.170,"","","","",89.456,19289.105,225.811,21195.395,426.779,55.443
12325,40364,-926403,1191.780,4.948,2.410,"","",890.214,1.066,9665.553,2932.776,20326.438,3080.548,80.616
727,-570339,1211058,"","","","","","","",1967.958,0.209,16478.803,107.940,85.403
8483,1490783,-61240,5832.788,4887.810,1730.161,2731.680,530.520,1891.570,102.166,11326.416,3127.243,20628.688,2676.470,26.899
7368,1439892,116882,7641.174,10820.400,4837.796,3188.750,993.785,3000.698,157.610,14115.654,2255.558,20645.936,2394.967,174.979
680,-1766299,1211058,3.207,"","","","","",0.004,5295.541,15.680,18722.402,401.870,72.683
5511,-748461,396787,19.878,"","","","","",0.019,3818.115,4.936,20279.377,245.508,44.669
5246,854634,447679,8541.039,99.221,"","","","",25.493,20272.504,42.044,21023.785,210.571,100.021
6095,1719797,320449,9595.202,7215.290,610.075,5562.190,1149.340,1478.065,2203.211,15809.430,3699.234,21741.980,4419.755,110.119
6557,1134540,244112,10000.290,3927.520,"","","","",373.162,17856.555,198.319,21455.148,312.482,42.944
7675,1185432,65990,2235.970,1175.870,126.399,265.724,15.580,29.573,12.051,18544.385,121.575,21372.117,85.042,134.066
6410,1490783,269558,6642.672,7540.590,2836.453,4640.850,1334.740,526.120,214.216,12266.166,261.365,21074.715,480.220,95.841
9103,1414446,-163024,5348.214,3013.470,1120.918,1577.490,186.685,2031.263,45.194,14331.271,4783.134,20850.029,5662.899,45.069
920,-1613624,1160166,10.455,"","","","","",0.009,6450.993,5.668,20842.389,111.000,75.662
11469,269377,-646497,2527.869,474.459,266.624,"","",1428.104,145.172,6778.082,2512.696,21365.629,10777.507,360.774
6982,-290434,167774,"","","","","","","",6866.876,9.719,20790.648,328.863,50.577
2082,701959,956598,72.217,2.684,"","","","","",4386.729,2.809,21174.418,139.017,64.332
8899,65810,-137578,"",25.783,2.009,"","","","",8522.894,39.502,20973.148,165.287,84.883
12581,1439892,-1180862,1.081,11.548,1.474,"","",0.214,0.053,1325.226,110.714,21056.564,478.728,101.587
5294,-2097097,422233,2577.668,"","","","","",34.037,8574.383,13.069,21159.834,151.519,61.546
3290,651067,753031,9287.311,0.166,"","","","",1.668,22729.242,8.232,21296.729,147.307,60.432
11011,-1002921,-544713,36.688,"","","","","","",6274.919,44.910,20544.111,163.232,82.047
10091,854634,-341146,2869.935,936.335,165.323,"","",175.921,1.585,13514.725,210.311,21620.980,209.423,94.648
9212,396607,-188470,3384.990,131.613,13.337,"","",316.330,"",7362.992,164.285,21403.100,742.783,92.718
8706,-901137,-112132,163.317,"","","","","",0.047,1363.641,2.146,20294.096,140.656,91.258
7490,498391,91436,6631.352,1757.590,65.900,"","",77.609,19.225,12493.990,377.726,20895.873,407.845,24.611
8631,1236324,-86686,3864.509,2293.140,464.074,813.404,60.186,221.630,45.590,13477.425,172.262,21049.318,437.934,53.324
7192,1007310,142328,12286.592,11546.900,3686.534,452.931,52.477,5479.873,201.656,16023.271,2198.962,21836.986,1561.390,57.338
1233,243931,1109274,12.012,6.098,"","","","","",25859.279,4.898,21208.539,289.428,26.977
3617,600175,702139,11708.991,13.943,0.021,"","","",8.237,20752.314,108.863,21418.482,114.685,57.322
7747,-1028367,40544,7.670,"","","","","","",2823.521,3.971,21148.645,217.812,79.578
4740,574729,524017,7441.105,37.125,"","","","",6.425,17987.164,114.158,21688.859,424.223,27.105
5057,243931,473125,3370.967,"","","","","",0.341,12082.968,18.760,21406.184,382.326,25.065
11323,1389000,-595605,877.485,"","","","",640.712,0.954,10621.274,2648.138,20703.465,1959.920,179.845
11319,1287216,-595605,685.182,687.997,386.962,80.637,40.717,96.096,0.645,7797.616,1532.335,20750.033,4745.502,202.198
9092,1134540,-163024,1745.383,1737.530,164.707,"","",112.742,15.229,7124.936,160.448,20676.246,200.928,63.434
7055,1567121,167774,8669.951,9618.200,5206.064,7462.790,4059.720,5247.091,497.379,7984.400,3262.930,20979.764,5300.718,51.139
3614,523837,702139,6352.783,13.943,0.021,"","","",4.430,9684.897,6.661,21375.865,637.246,90.039
5255,1083648,447679,14093.552,5662.580,"","","","",24.962,28778.037,142.105,21864.869,263.799,81.951
7992,1185432,15098,3689.130,1805.940,209.605,411.300,26.906,125.437,17.419,20768.895,550.271,22066.777,731.394,163.809
6896,1592567,193220,9008.506,8491.520,5139.447,7667.940,4531.840,5000.879,155.386,11004.592,3270.706,21658.074,2951.483,131.306
4906,600175,498571,8106.076,37.125,"","","","",3.825,26715.488,305.175,21474.061,455.568,32.731
6549,930972,244112,14974.056,11860.000,280.112,207.127,49.926,"",54.451,12285.826,3.398,21716.355,88.111,120.302
3325,1847027,753031,14561.979,10077.900,"",7838.220,"","",319.666,27084.531,188.360,21572.895,449.122,73.956
8248,-443109,-35794,"","","","","","","",3948.234,132.520,21289.203,913.175,98.720
9069,549283,-163024,1324.993,1274.270,409.696,"","",489.570,0.970,16211.260,4356.702,21639.002,9742.428,125.371
12174,574729,-850065,5993.189,47.735,35.830,"","",2287.278,149.538,12145.994,1150.769,22158.303,6192.931,59.628
9559,-1918975,-264808,71.687,"","","","","",0.133,6614.897,28.741,22117.836,370.805,44.096
7957,294823,15098,1692.608,53.463,4.120,"","",98.155,0.638,6472.300,44.836,21517.746,319.142,114.221
2819,574729,829369,970.797,13.943,0.021,"","","",6.411,9975.963,0.581,21567.699,132.337,142.627
9229,829189,-188470,10875.917,6430.820,1293.599,"","",3569.584,34.116,12097.146,1401.001,21554.508,1939.686,152.373
2358,193040,905707,224.807,5.206,0.045,"","","",0.105,8326.696,28.052,21572.562,148.575,60.246
3278,345715,753031,1713.411,5.206,0.045,"","","",1.547,7910.242,2.817,21655.680,331.662,37.334
5756,1338108,371341,10401.693,7884.600,50.124,3326.770,63.949,5.466,211.990,17822.254,193.191,21486.842,1202.344,81.857
8170,1643459,-10348,7561.561,4573.770,1965.305,3554.820,1205.020,4279.931,287.677,17538.629,8327.052,21940.953,11659.284,101.961
1666,2101487,1032936,16219.084,2029.020,"",148.754,"","",48.553,13358.942,11.258,21965.289,192.028,65.481
11821,-35974,-748281,1350.810,"","","","",512.363,"",7554.913,2350.285,20807.734,3609.961,71.141
9793,371161,-290254,1984.616,129.153,20.639,"","",638.269,"",8104.072,1478.956,21564.367,1658.541,0.918
9824,1159986,-290254,5121.388,6621.120,3040.601,3159.530,682.423,1445.950,18.024,11714.304,1497.662,21412.387,1089.060,104.385
6745,-2249773,193220,266.845,"","","","","",0.957,12802.427,469.469,22078.070,372.648,65.753
6678,116702,218666,8927.691,613.513,99.916,"","",1705.614,25.676,9461.396,61.921,21533.660,348.128,43.817
2360,243931,905707,807.251,5.206,0.045,"","","",4.733,8738.139,9.491,21776.535,505.707,33.534
1376,2076041,1083828,13681.964,8709.020,"",218.835,"","",26.493,13762.503,14.819,22037.725,200.505,45.372
2403,1897919,905707,8582.404,9361.480,"",5669.760,0.308,"",14.909,14005.997,9.545,22106.951,168.112,64.892
11052,40364,-544713,1970.704,"","","","",543.607,0.370,6642.805,921.007,21375.277,1025.967,105.505
9500,243931,-239362,2085.475,104.867,9.290,"","",262.512,"",6413.646,133.915,21199.475,607.612,71.805
1449,-519447,1058382,"","","","","","","",3658.601,0.560,19594.361,263.626,32.891
9653,472945,-264808,1793.073,289.847,93.366,"","",572.440,"",11959.337,5657.300,22417.926,12426.698,86.292
3950,880080,651247,7127.430,45.955,"","","","",13.380,19365.621,436.882,22322.191,1638.876,70.285
5590,1261770,396787,14811.622,10956.400,123.597,455.585,24.562,"",321.805,20317.791,434.422,22212.740,1607.843,38.827
5457,-2122543,396787,2832.720,"","","","","",30.531,7357.804,61.686,21261.371,693.235,66.125
11411,1159986,-621051,667.826,312.839,42.623,"","",89.260,4.740,13252.998,3327.593,22101.031,7200.013,288.685
9241,1134540,-188470,1784.951,2428.440,385.171,580.611,50.675,153.594,33.854,7630.866,180.223,22428.309,351.691,54.495
2079,625621,956598,140.077,13.943,0.021,"","","",0.350,6950.384,1.116,21884.357,128.118,100.682
3161,1821581,778477,17591.648,9944.870,"",7850.500,"","",311.293,20401.158,336.076,21760.279,365.590,50.931
9262,1668905,-188470,1113.832,"","","","",592.878,17.885,3060.879,977.367,20660.350,1027.944,44.417
5932,1694351,345895,8778.579,7799.790,1158.894,8013.960,1901.470,2233.625,1866.755,10882.019,2647.785,21581.783,2123.966,77.259
4944,1567121,498571,10554.134,8485.340,5.904,4584.170,53.568,"",117.672,12074.057,4.069,21734.744,207.598,59.171
10614,1032756,-442929,8355.218,4892.640,1701.491,"","",4957.018,10.760,16768.512,6153.010,20534.566,8560.232,321.051
10934,-10528,-519267,1472.322,"","","","",141.223,0.085,10291.141,1253.511,22001.238,424.638,100.948
9286,-1486394,-213916,22.658,"","","","","",0.024,1129.876,4.460,22377.051,189.122,87.761
11476,447499,-646497,6869.857,2367.980,1218.194,"","",5942.907,10.705,14463.023,7237.332,22337.191,12872.529,120.501
8168,1592567,-10348,6220.353,4410.840,2027.618,3357.320,982.994,2751.449,317.829,15664.744,7140.590,21804.727,7580.945,69.054
6872,981864,193220,8946.538,4732.720,599.717,451.797,85.704,666.594,32.304,9841.972,64.842,22697.734,202.726,322.894
4613,1567121,549463,10160.945,8780.910,0.235,344.207,1.746,"",50.970,21615.471,472.622,21415.512,449.115,40.503
7023,752851,167774,7641.691,2164.310,"","","","",127.787,17508.219,118.405,21347.828,257.281,183.039
3473,1439892,727585,13803.312,12548.700,"",52.269,0.487,"",24.701,17749.410,487.469,22400.170,2382.791,43.796
11840,447499,-748281,7131.693,1199.390,528.136,"","",5325.092,108.652,11741.199,5915.422,21695.574,8321.386,155.959
10439,-239542,-417483,"","","","","","","",12522.475,84.367,21873.324,1560.041,127.036
