"point_id","x","y","total_1860","total_1830","slaves_1830","total_1790","slaves_1790","slaves_1860","free_blacks_1860","total_1970","black_1970","total_2010","black_2010","jail_2010"
8366,-1486394,-61240,39.498,"","","","","","",647.408,17.161,344.875,5.219,1.239
8524,-1486394,-86686,39.498,"","","","","","",647.408,17.161,344.875,5.219,1.239
2594,-1359164,854815,1.789,"","","","","",0.004,303.613,"",303.860,0.896,0.816
2452,-1206488,880261,1.605,"","","","","",0.003,1360.400,0.869,313.094,1.200,0.530
2308,-1079258,905707,"","","","","","","",646.669,1.032,303.504,1.013,0.855
6327,-621231,269558,337.719,"","","","","",0.453,549.732,0.198,302.805,1.127,3.636
6328,-595785,269558,186.691,"","","","","",0.251,549.732,0.198,302.805,1.127,3.636
3059,-1079258,778477,"","","","","","","",762.921,0.548,331.376,2.169,2.051
215,-1130150,1363734,"","","","","","","",514.755,"",310.070,0.944,0.271
8523,-1511840,-86686,39.498,"","","","","","",651.461,17.055,345.218,5.203,1.241
3084,-443109,778477,"","","","","","","",383.429,"",265.062,2.463,1.132
446,-61420,1287396,15.451,"","","","","","",434.670,0.127,288.872,0.793,0.220
3247,-443109,753031,"","","","","","","",383.539,"",265.198,2.463,1.130
1976,-1995313,956598,6.346,"","","","","",0.034,1930.689,1.493,286.690,0.539,0.517
4488,-1740853,549463,0.557,"","","","","","",128.120,0.305,273.593,2.103,0.934
8198,-1715407,-35794,40.663,"","","","","",0.014,82.981,0.306,309.553,21.435,1.020
3060,-1053813,778477,"","","","","","","",656.975,1.226,293.936,1.351,1.361
5645,-1486394,371341,39.943,"","","","","","",307.189,0.107,284.291,0.930,2.255
8398,-672123,-61240,77.657,"","","","","",0.195,321.405,0.196,296.865,6.787,1.109
8399,-646677,-61240,77.657,"","","","","",0.195,321.405,0.196,296.865,6.787,1.109
8556,-672123,-86686,77.657,"","","","","",0.195,321.405,0.196,296.865,6.787,1.109
8557,-646677,-86686,77.657,"","","","","",0.195,321.405,0.196,296.865,6.787,1.109
8715,-672123,-112132,77.657,"","","","","",0.195,321.405,0.196,296.865,6.787,1.109
8716,-646677,-112132,77.657,"","","","","",0.195,321.405,0.196,296.865,6.787,1.109
2742,-1384610,829369,1.789,"","","","","",0.004,292.791,"",303.576,0.779,0.771
2441,-1486394,880261,1.789,"","","","","",0.004,172.538,0.005,300.799,0.816,0.526
1855,-1333718,982044,"","","","","","","",367.343,0.314,295.511,0.922,0.414
9747,-799353,-290254,98.165,"","","","","","",337.189,0.421,296.453,4.077,27.267
8367,-1460948,-61240,39.498,"","","","","","",647.408,17.161,349.788,5.230,1.257
3566,-697569,702139,"","","","","","","",443.021,0.045,286.430,1.721,0.703
820,-1079258,1185612,"","","","","","","",427.139,0.320,294.077,0.750,0.389
876,345715,1185612,9.008,5.854,"","","","","",814.569,1.586,280.240,0.627,0.565
3501,-2351556,702139,39.410,"","","","","",0.088,937.091,4.333,281.517,2.535,1.068
2333,-443109,905707,"","","","","","","",395.875,0.330,291.169,1.126,1.981
9316,-723015,-213916,382.236,"","","","","",0.028,1143.501,5.003,313.436,4.535,2.153
9165,-799353,-188470,382.236,"","","","","",0.028,1158.829,4.857,314.357,4.578,1.556
9166,-773907,-188470,382.236,"","","","","",0.028,1158.829,4.857,314.357,4.578,1.556
9167,-748461,-188470,382.236,"","","","","",0.028,1158.829,4.857,314.357,4.578,1.556
9168,-723015,-188470,382.236,"","","","","",0.028,1158.829,4.857,314.357,4.578,1.556
8555,-697569,-86686,77.657,"","","","","",0.195,326.460,0.236,300.639,6.774,1.133
8525,-1460948,-86686,39.498,"","","","","","",647.408,17.161,351.924,5.235,1.264
4169,-1740853,600355,0.557,"","","","","","",177.004,1.557,255.606,1.718,1.043
6626,-1206488,218666,44.211,"","","","","","",378.279,0.339,295.679,1.649,1.931
1398,-1817191,1058382,6.346,"","","","","",0.034,464.935,0.302,286.782,1.543,1.025
3345,-2122543,727585,209.725,"","","","","",1.952,1308.606,27.610,285.179,4.048,0.839
10279,-1053813,-392037,22.658,"","","","","",0.024,407.594,1.069,288.098,1.605,1.432
924,-1511840,1160166,1.789,"","","","","",0.004,1019.858,0.996,295.936,0.416,1.157
4846,-926583,498571,0.162,"","","","","","",419.200,3.139,277.482,2.264,1.191
12191,-748461,-875511,5.244,"","","","",0.036,0.018,312.056,1.436,312.672,2.263,0.077
9601,-850245,-264808,114.225,"","","","","",0.019,397.918,0.075,290.916,5.035,11.052
6780,-1359164,193220,12.575,"","","","","","",180.245,0.110,285.592,0.971,1.580
1182,-1053813,1109274,"","","","","","","",512.112,0.569,313.701,1.315,0.489
5483,-1460948,396787,46.576,"","","","","","",435.626,1.172,286.497,1.544,1.957
10513,-1537286,-442929,78.681,"","","","","",0.255,290.075,0.856,288.318,1.633,0.661
1684,-1868083,1007490,6.346,"","","","","",0.034,330.856,0.021,308.744,0.697,1.393
10173,-443109,-366591,"","","","","","","",550.107,52.283,305.613,6.062,""
1884,-595785,982044,"","","","","","","",835.652,"",281.030,0.650,0.472
867,116702,1185612,12.188,6.098,"","","","",0.017,1810.997,1.365,319.861,0.595,0.873
11799,-595785,-748281,5.278,"","","","",0.036,0.018,522.908,5.085,298.176,18.547,0.741
3346,-2097097,727585,209.725,"","","","","",1.952,1289.936,27.039,289.934,4.023,0.874
3395,-850245,727585,"","","","","","","",606.756,2.688,270.549,1.690,1.404
2484,-392218,880261,"","","","","","","",528.602,1.636,289.756,0.308,0.219
2485,-366772,880261,"","","","","","","",528.602,1.636,289.756,0.308,0.219
2633,-366772,854815,"","","","","","","",528.602,1.636,289.756,0.308,0.219
10290,-773907,-392037,22.658,"","","","","",0.024,191.526,1.263,299.417,2.668,1.850
2632,-392218,854815,"","","","","","","",527.318,1.629,290.097,0.319,0.240
4353,-1104704,574909,1.074,"","","","","",0.001,438.253,5.624,286.558,2.610,1.086
2477,-570339,880261,"","","","","","","",632.407,0.503,267.830,1.849,0.538
2483,-417664,880261,"","","","","","","",525.146,1.617,290.674,0.336,0.275
6946,-1206488,167774,12.433,"","","","","","",213.195,0.255,304.092,1.244,2.175
6655,-468555,218666,"","","","","","","",1827.227,1.575,314.844,1.980,1.202
10755,-1562732,-493821,46.170,"","","","","",0.150,116.057,0.431,267.702,3.383,0.614
10767,-1257380,-493821,36.688,"","","","","","",2488.786,72.883,372.413,2.834,0.867
1414,-1410056,1058382,1.789,"","","","","",0.004,1500.808,10.936,343.682,6.309,0.638
1269,-1868083,1083828,6.346,"","","","","",0.034,377.112,0.628,298.764,0.528,1.229
932,-1308272,1160166,1.789,"","","","","",0.004,649.006,0.162,283.972,0.722,0.495
6465,-1206488,244112,44.211,"","","","","","",397.920,0.303,302.113,1.711,2.028
1199,-621231,1109274,"","","","","","","",462.344,0.005,301.471,1.090,6.548
4823,-1511840,498571,3.601,"","","","","","",296.605,1.949,312.931,2.946,1.036
607,-926583,1236504,"","","","","","","",287.745,0.038,289.134,0.672,0.131
9743,-901137,-290254,76.721,"","","","","",0.007,395.275,"",295.964,5.193,1.118
3567,-672123,702139,"","","","","","","",475.750,0.054,296.381,1.799,0.674
4348,-1231934,574909,302.039,"","","","","","",480.783,0.213,301.270,0.850,0.390
3562,-799353,702139,"","","","","","","",463.203,0.900,283.092,1.522,1.146
1060,-1104704,1134720,"","","","","","","",370.220,0.252,307.813,0.427,0.815
457,2076041,1287396,2619.457,776.906,"",189.300,"","",1.213,3138.832,8.887,312.232,1.030,0.442
4986,-1562732,473125,1.463,"","","","","","",202.843,1.453,314.120,3.365,1.052
940,-1104704,1160166,"","","","","","","",370.758,0.251,308.926,0.433,0.824
6970,-595785,167774,87.266,"","","","","",0.117,336.252,0.421,257.658,1.684,0.845
6971,-570339,167774,"","","","","","","",336.252,0.421,257.658,1.684,0.845
6972,-544893,167774,"","","","","","","",336.252,0.421,257.658,1.684,0.845
6132,-1460948,295003,7.473,"","","","","","",255.857,0.036,307.847,0.314,3.194
214,-1155596,1363734,"","","","","","","",737.068,"",338.172,0.812,0.443
8683,-1486394,-112132,66.485,"","","","","","",728.656,15.022,351.759,4.893,1.285
9018,-748461,-163024,271.247,"","","","","",0.089,869.366,3.109,322.098,4.003,1.515
3680,-1995313,676693,199.282,"","","","","",1.864,508.138,4.219,311.004,4.831,1.481
5023,-621231,473125,19.878,"","","","","",0.019,422.538,0.368,275.070,0.343,0.943
9315,-748461,-213916,382.236,"","","","","",0.028,1054.559,4.238,324.401,4.997,9.139
3248,-417664,753031,"","","","","","","",385.264,0.014,284.209,2.478,1.035
3860,-1511840,651247,1.628,"","","","","",0.002,2834.465,2.028,269.698,0.594,1.021
4319,-1969867,574909,62.733,"","","","","",0.420,78.589,0.317,320.779,2.510,0.976
7288,-595785,116882,37.284,"","","","","",0.050,390.038,1.440,314.677,11.284,1.952
2318,-824799,905707,"","","","","","","",390.298,0.284,313.836,2.038,1.274
1122,625621,1134720,274.164,147.047,"",157.181,0.029,"",1.841,192.301,1.699,300.993,1.675,0.543
3393,-901137,727585,"","","","","","","",1412.194,8.637,302.490,1.624,1.522
3219,-1155596,753031,1.789,"","","","","",0.004,279.244,"",303.751,1.262,0.446
2743,-1359164,829369,1.789,"","","","","",0.004,327.367,"",323.562,0.784,0.883
2891,-1384610,803923,1.789,"","","","","",0.004,327.367,"",323.562,0.784,0.883
2892,-1359164,803923,1.789,"","","","","",0.004,327.367,"",323.562,0.784,0.883
4480,-1944421,549463,62.733,"","","","","",0.420,105.817,0.259,311.270,8.202,0.963
8364,-1537286,-61240,39.498,"","","","","","",623.135,14.726,364.972,4.881,1.287
4496,-1537286,549463,1.463,"","","","","","",202.843,1.453,318.290,3.334,1.066
7275,-926583,116882,328.106,"","","","","",0.440,301.786,0.631,282.323,1.258,1.193
7276,-901137,116882,337.719,"","","","","",0.453,301.786,0.631,282.323,1.258,1.193
7277,-875691,116882,337.719,"","","","","",0.453,301.786,0.631,282.323,1.258,1.193
12025,676513,-799173,18.989,0.125,0.049,"","",7.374,0.258,958.648,197.651,317.109,116.382,2.214
1852,-1410056,982044,1.789,"","","","","",0.004,304.565,"",309.123,1.689,0.645
7116,-926583,142328,45.189,"","","","","",0.045,302.233,0.633,283.070,1.260,1.194
4224,-341326,600355,"","","","","","","",459.024,0.195,314.080,1.094,0.280
6622,-1308272,218666,30.431,"","","","","","",329.467,0.302,312.599,1.075,1.211
1553,-1435502,1032936,1.789,"","","","","",0.004,603.063,3.017,303.044,2.256,0.608
3185,-2020759,753031,209.725,"","","","","",1.952,444.223,1.189,292.715,6.259,1.410
3348,-2046205,727585,209.725,"","","","","",1.952,444.223,1.189,292.715,6.259,1.410
3349,-2020759,727585,209.725,"","","","","",1.952,444.223,1.189,292.715,6.259,1.410
3565,-723015,702139,"","","","","","","",448.795,0.037,296.490,1.395,0.886
4178,-1511840,600355,1.463,"","","","","","",202.843,1.453,318.798,2.725,1.067
5663,-1028367,371341,0.912,"","","","","","",359.408,0.504,304.760,3.331,1.057
8993,-1384610,-163024,98.165,"","","","","","",647.408,17.161,332.672,3.859,1.195
2596,-1308272,854815,1.789,"","","","","",0.004,655.842,0.148,334.601,2.742,0.636
213,-1181042,1363734,"","","","","","","",750.273,"",344.230,0.827,0.451
7289,-570339,116882,"","","","","","","",396.936,1.332,322.109,1.105,1.789
4328,-1740853,574909,0.557,"","","","","","",146.032,0.844,283.815,2.050,1.060
4067,-315880,625801,"","","","","","","",966.067,0.099,324.320,0.203,1.020
592,-1308272,1236504,1.789,"","","","","",0.004,819.681,0.302,303.286,0.971,0.878
2186,-392218,931152,"","","","","","","",493.548,0.395,309.509,0.693,0.123
4011,-1740853,625801,0.557,"","","","","","",168.577,1.591,277.980,2.069,1.152
3350,-1995313,727585,209.725,"","","","","",1.952,444.223,1.189,299.830,6.129,1.444
409,-1002921,1287396,"","","","","","","",811.051,2.571,314.640,0.233,0.498
10160,-773907,-366591,22.658,"","","","","",0.024,215.584,1.374,307.904,2.804,1.968
9745,-850245,-290254,92.456,"","","","","",0.002,400.259,0.142,309.810,5.539,19.942
9314,-773907,-213916,382.236,"","","","","",0.028,987.443,3.840,330.866,5.266,14.019
5965,-1588178,320449,7.473,"","","","","","",285.217,0.281,313.100,18.629,0.966
1938,778297,982044,36.014,0.898,"","","","",0.263,563.929,0.236,329.595,1.074,1.049
4336,-1537286,574909,1.463,"","","","","","",202.843,1.453,325.480,3.282,1.090
4704,-341326,524017,"","","","","","","",467.251,0.181,299.890,0.976,0.135
10281,-1002921,-392037,22.658,"","","","","",0.024,393.967,1.557,298.005,2.178,1.347
12024,651067,-799173,130.303,1.164,0.874,"","",68.547,2.033,1149.318,227.398,327.653,118.187,2.324
10680,-417664,-468375,"","","","","","","",529.199,15.264,317.873,8.376,1.636
2475,-621231,880261,"","","","","","","",676.829,0.523,279.971,1.964,0.609
1850,-1460948,982044,1.789,"","","","","",0.004,284.975,"",286.080,0.935,0.768
1545,-1639070,1032936,6.332,"","","","","",0.034,759.964,0.900,339.432,2.867,0.597
2736,-1537286,829369,1.789,"","","","","",0.004,1362.102,52.354,332.600,2.450,1.090
10650,-1181042,-468375,36.688,"","","","","","",1025.000,5.207,327.871,2.404,1.631
2122,-2020759,931152,6.346,"","","","","",0.034,1268.493,11.165,300.436,1.919,0.795
3249,-392218,753031,"","","","","","","",449.428,0.060,343.109,1.555,0.069
2170,-799353,931152,"","","","","","","",258.076,0.112,308.369,1.388,1.210
2929,-417664,803923,"","","","","","","",380.527,0.035,298.319,2.475,1.157
756,167594,1211058,1.990,6.098,"","","","",0.039,1357.878,0.476,322.471,0.758,0.541
1318,-621231,1083828,"","","","","","","",468.160,0.001,315.401,1.270,6.021
12105,1032756,-824619,22.530,0.028,0.014,"","",7.285,0.268,207.898,46.446,334.582,29.416,1.706
6810,-595785,193220,111.987,"","","","","",0.150,579.171,0.230,308.440,1.625,1.220
803,-1511840,1185612,1.789,"","","","","",0.004,1092.333,0.603,319.588,0.420,1.275
804,-1486394,1185612,1.789,"","","","","",0.004,1092.333,0.603,319.588,0.420,1.275
805,-1460948,1185612,1.789,"","","","","",0.004,1092.333,0.603,319.588,0.420,1.275
5033,-366772,473125,"","","","","","","",424.949,0.798,324.458,0.430,1.071
2587,-1537286,854815,1.789,"","","","","",0.004,1409.243,54.422,335.514,2.519,1.133
6497,-392218,244112,"","","","","","","",1287.667,0.272,347.359,2.467,0.709
12446,-239542,-1028186,14.380,"","","","",2.061,"",386.056,0.763,318.568,11.617,1.607
420,-723015,1287396,"","","","","","","",540.309,"",306.871,1.051,""
421,-697569,1287396,"","","","","","","",540.309,"",306.871,1.051,""
2481,-468555,880261,"","","","","","","",337.324,0.146,313.942,1.607,2.664
12197,-494001,-875511,1.658,"","","","","",0.408,1713.183,44.839,363.819,2.986,0.243
2928,-443109,803923,"","","","","","","",339.064,0.111,304.464,2.385,2.465
8050,-1410056,-10348,130.013,"","","","","",0.021,647.408,17.161,302.512,1.781,1.087
3516,-1969867,702139,156.925,"","","","","",1.402,297.378,0.784,366.241,2.972,1.634
2476,-595785,880261,"","","","","","","",686.777,0.540,285.668,2.012,0.601
7291,-519447,116882,"","","","","","","",471.557,2.776,323.643,2.016,0.408
9313,-799353,-213916,382.236,"","","","","",0.028,917.930,3.427,337.561,5.545,19.074
8567,-392218,-86686,"","","","","","","",864.059,"",316.927,0.478,1.649
7240,-1817191,116882,98.088,"","","","","",0.060,97.589,0.566,369.706,3.836,1.721
4487,-1766299,549463,0.557,"","","","","","",138.528,0.773,297.498,4.006,1.096
8566,-417664,-86686,"","","","","","","",864.059,"",318.288,0.506,1.656
9564,-1791745,-264808,71.687,"","","","","",0.133,1268.685,40.862,306.878,56.333,0.708
11612,-748461,-697389,5.278,"","","","",0.036,0.018,1051.433,31.741,288.324,3.925,1.369
4822,-1537286,498571,1.463,"","","","","","",202.843,1.453,335.834,3.207,1.124
3894,-646677,651247,"","","","","","","",725.080,0.842,324.571,1.151,1.096
12332,549283,-926403,69.939,41.906,11.351,"","",39.064,0.425,583.817,72.109,318.572,7.248,1.568
10278,-1079258,-392037,22.658,"","","","","",0.024,392.580,0.646,307.348,1.524,1.538
2757,-1002921,829369,"","","","","","","",683.802,0.798,337.414,1.407,1.575
9427,-1613624,-239362,22.658,"","","","","",0.024,1515.700,49.612,357.788,3.432,2.694
3063,-977475,778477,"","","","","","","",768.471,1.920,325.304,1.651,1.627
708,-1053813,1211058,"","","","","","","",426.757,0.094,314.874,1.324,0.136
10159,-799353,-366591,22.658,"","","","","",0.024,208.496,1.496,319.672,3.040,1.995
3563,-773907,702139,"","","","","","","",402.925,0.018,309.142,1.066,1.159
7081,-1817191,142328,61.958,"","","","","",0.029,77.068,0.564,374.880,3.918,1.740
5646,-1460948,371341,49.258,"","","","","","",321.914,0.128,315.914,1.098,2.384
2782,-366772,829369,"","","","","","","",520.256,1.273,315.631,0.787,0.228
4973,-1893529,473125,62.733,"","","","","",0.420,523.121,6.717,297.336,6.149,0.773
4034,-1155596,625801,1.789,"","","","","",0.004,289.200,0.340,355.714,1.641,1.048
348,-646677,1312842,"","","","","","","",366.165,0.063,319.978,1.749,0.328
3250,-366772,753031,"","","","","","","",451.530,0.068,354.411,1.546,""
2628,-494001,854815,"","","","","","","",663.731,2.326,333.479,8.306,0.784
12640,1439892,-1333538,0.020,NULL,NULL,NULL,NULL,"","",2308.065,268.490,278.859,11.926,2.388
1882,-646677,982044,"","","","","","","",445.708,0.028,311.484,1.629,0.503
9732,-1181042,-290254,22.658,"","","","","",0.024,177.931,1.641,311.827,4.635,0.587
2885,-1537286,803923,1.789,"","","","","",0.004,1135.851,41.605,338.084,2.216,0.941
9715,-1613624,-290254,22.658,"","","","","",0.024,1515.700,49.612,359.805,3.459,2.709
3515,-1995313,702139,209.725,"","","","","",1.952,444.223,1.189,328.621,5.604,1.583
5950,-1969867,320449,1159.020,"","","","","",6.762,372.787,11.425,308.714,3.293,1.145
1994,-1537286,956598,1.789,"","","","","",0.004,241.696,"",299.844,0.962,1.350
6305,-1181042,269558,44.211,"","","","","","",452.628,0.203,329.278,1.976,2.437
6306,-1155596,269558,44.211,"","","","","","",452.628,0.203,329.278,1.976,2.437
6307,-1130150,269558,44.211,"","","","","","",452.628,0.203,329.278,1.976,2.437
6466,-1181042,244112,44.211,"","","","","","",452.628,0.203,329.278,1.976,2.437
6467,-1155596,244112,44.211,"","","","","","",452.628,0.203,329.278,1.976,2.437
3085,-417664,778477,"","","","","","","",387.699,0.033,309.619,2.498,0.906
261,-1282826,1338288,0.132,"","","","","","",960.851,0.334,304.908,0.926,0.337
6786,-1206488,193220,18.857,"","","","","","",253.581,0.301,339.557,1.181,2.047
6904,-2275219,167774,66.605,"","","","","",0.239,108.128,0.602,424.071,2.232,1.263
10756,-1537286,-493821,77.642,"","","","","",0.252,291.129,0.851,333.630,1.626,0.765
2568,-2020759,854815,6.346,"","","","","",0.034,1214.518,10.608,347.929,2.919,0.924
6489,-595785,244112,161.970,"","","","","",0.217,831.413,0.024,361.233,1.502,1.912
11704,-723015,-722835,5.278,"","","","",0.036,0.018,702.788,16.367,312.634,12.740,0.870
603,-1028367,1236504,"","","","","","","",404.662,"",315.834,1.337,0.102
4657,-1537286,524017,1.463,"","","","","","",202.843,1.453,343.311,3.153,1.149
1181,-1079258,1109274,"","","","","","","",406.183,0.112,336.248,1.940,0.412
6468,-1130150,244112,44.211,"","","","","","",451.391,0.202,331.566,1.990,2.447
2471,-723015,880261,"","","","","","","",322.116,0.079,334.289,1.820,1.042
2309,-1053813,905707,"","","","","","","",675.733,1.007,362.660,1.458,1.080
503,-1079258,1261950,"","","","","","","",404.883,"",316.808,1.375,0.102
504,-1053813,1261950,"","","","","","","",404.883,"",316.808,1.375,0.102
602,-1053813,1236504,"","","","","","","",404.883,"",316.808,1.375,0.102
707,-1079258,1211058,"","","","","","","",404.883,"",316.808,1.375,0.102
10289,-799353,-392037,22.658,"","","","","",0.024,205.337,1.549,324.733,3.142,2.007
10663,-850245,-468375,36.688,"","","","","","",205.337,1.549,324.733,3.142,2.007
10783,-850245,-493821,36.688,"","","","","","",205.337,1.549,324.733,3.142,2.007
10886,-1231934,-519267,36.688,"","","","","","",2283.691,66.047,372.659,4.936,0.993
11345,-519447,-621051,"","","","","","","",320.447,1.665,340.146,4.717,0.827
4852,-773907,498571,"","","","","","","",2028.093,28.279,333.969,2.155,1.219
7223,-2249773,116882,106.762,"","","","","",0.384,495.965,8.225,313.550,7.912,0.931
10282,-977475,-392037,22.658,"","","","","",0.024,387.244,1.798,304.822,2.398,1.340
5022,-646677,473125,19.878,"","","","","",0.019,461.585,0.328,303.367,0.713,1.096
1997,-1460948,956598,1.789,"","","","","",0.004,300.384,"",309.754,0.998,0.647
1306,-926583,1083828,"","","","","","","",441.463,"",302.482,1.214,0.431
2627,-519447,854815,"","","","","","","",688.835,2.559,341.026,9.066,0.802
1444,-646677,1058382,"","","","","","","",472.749,"",331.691,1.315,5.525
10154,-926583,-366591,22.658,"","","","","",0.024,372.701,2.427,292.637,2.772,1.329
12229,371161,-875511,292.405,1106.760,738.514,"","",88.993,0.473,3854.295,521.709,273.580,2.765,1.052
1554,-1410056,1032936,1.789,"","","","","",0.004,746.697,4.042,335.639,3.063,0.671
7431,-1002921,91436,62.151,"","","","","",0.030,346.059,"",348.857,0.825,1.179
445,-86866,1287396,10.617,"","","","","","",529.236,0.109,338.934,0.707,0.405
6143,-1181042,295003,44.211,"","","","","","",460.174,0.209,335.505,1.920,2.449
9312,-824799,-213916,382.236,"","","","","",0.028,845.121,2.995,349.919,5.878,24.396
8047,-1486394,-10348,151.546,"","","","","","",615.512,13.961,381.158,4.741,1.334
5343,-850245,422233,19.878,"","","","","",0.019,250.391,"",355.224,1.457,1.053
1080,-595785,1134720,"","","","","","","",536.635,0.087,287.234,1.759,0.276
6650,-595785,218666,137.249,"","","","","",0.184,870.845,"",369.413,1.555,1.671
1851,-1435502,982044,1.789,"","","","","",0.004,304.565,"",312.390,1.021,0.652
4221,-417664,600355,"","","","","","","",284.802,0.167,334.085,2.034,0.704
7730,-1460948,40544,101.142,"","","","","",0.050,579.269,10.325,325.723,2.004,1.095
3184,-2046205,753031,209.725,"","","","","",1.952,444.223,1.189,318.825,5.848,1.536
8568,-366772,-86686,"","","","","","","",868.543,0.002,332.377,0.569,1.703
1701,-1435502,1007490,1.789,"","","","","",0.004,304.565,"",312.595,1.005,0.652
7132,-519447,142328,"","","","","","","",467.155,2.817,325.868,2.171,0.552
1549,-1537286,1032936,1.789,"","","","","",0.004,373.562,4.292,349.650,0.452,0.730
594,-1257380,1236504,"","","","","","","",1795.360,3.400,366.367,0.559,0.298
10885,-1257380,-519267,36.688,"","","","","","",2488.786,72.883,389.165,4.707,0.906
4697,-519447,524017,8.587,"","","","","",0.008,601.602,0.177,345.562,1.826,1.522
2781,-392218,829369,"","","","","","","",503.063,1.332,330.826,0.789,0.174
4658,-1511840,524017,1.463,"","","","","","",210.996,1.496,352.749,3.047,1.180
272,-1002921,1338288,"","","","","","","",1116.207,4.465,339.409,0.404,0.815
10532,-1053813,-442929,36.688,"","","","","","",424.262,0.472,325.312,1.497,1.675
11977,-544893,-799173,3.413,"","","","",0.024,0.012,1644.790,41.953,382.108,3.203,0.422
3579,-366772,702139,"","","","","","","",468.665,0.132,349.751,0.897,1.150
9030,-443109,-163024,"","","","","","","",599.916,8.302,342.929,2.055,0.781
7117,-901137,142328,191.901,"","","","","",0.246,322.910,0.722,317.633,1.357,1.209
10873,1439892,-493821,10.669,"","","","",8.665,0.216,43.999,14.497,378.852,16.459,0.785
601,-1079258,1236504,"","","","","","","",404.883,"",328.169,1.405,0.106
6498,-366772,244112,"","","","","","","",1310.941,0.467,371.715,4.291,0.670
521,-621231,1261950,"","","","","","","",846.820,0.146,316.439,1.857,0.324
7105,-1206488,142328,10.684,"","","","","","",299.935,0.495,331.401,2.428,3.438
1705,-1333718,1007490,"","","","","","","",367.343,0.314,348.052,1.119,0.488
7249,-1588178,116882,7.670,"","","","","","",176.952,0.204,349.389,5.211,2.992
10768,-1231934,-493821,36.688,"","","","","","",2439.648,70.799,409.888,3.076,1.055
4706,-290434,524017,"","","","","","","",515.266,0.165,364.641,1.059,0.837
706,-1104704,1211058,"","","","","","","",409.296,"",328.228,1.413,0.212
4337,-1511840,574909,1.463,"","","","","","",202.843,1.453,356.541,3.057,1.194
4497,-1511840,549463,1.463,"","","","","","",202.843,1.453,356.541,3.057,1.194
4987,-1537286,473125,1.463,"","","","","","",202.843,1.453,356.541,3.057,1.194
3733,-646677,676693,"","","","","","","",764.414,0.875,342.041,1.235,1.231
7871,-1893529,15098,55.960,"","","","","",0.192,665.370,2.715,339.352,16.726,1.297
7437,-850245,91436,274.316,"","","","","",0.345,301.786,0.631,320.848,1.609,1.356
9882,-926583,-315700,22.658,"","","","","",0.024,378.393,1.510,302.941,3.623,1.200
1091,-315880,1134720,"","","","","","","",878.891,0.041,342.634,1.235,""
2037,-443109,956598,"","","","","","","",635.693,0.289,339.871,1.020,0.482
9571,-1613624,-264808,22.658,"","","","","",0.024,1515.700,49.612,375.949,3.673,2.831
9320,-621231,-213916,5.657,"","","","","","",384.409,5.078,340.528,11.682,0.837
7263,-1231934,116882,10.684,"","","","","","",302.716,0.504,334.641,2.457,3.409
7264,-1206488,116882,10.684,"","","","","","",302.716,0.504,334.641,2.457,3.409
7421,-1257380,91436,8.124,"","","","","","",302.716,0.504,334.641,2.457,3.409
7422,-1231934,91436,8.564,"","","","","","",302.716,0.504,334.641,2.457,3.409
7423,-1206488,91436,9.009,"","","","","","",302.716,0.504,334.641,2.457,3.409
7424,-1181042,91436,9.452,"","","","","","",302.716,0.504,334.641,2.457,3.409
5482,-1486394,396787,55.074,"","","","","","",361.216,0.409,330.475,1.329,2.365
507,-977475,1261950,"","","","","","","",396.754,"",337.742,0.398,0.082
549,91256,1261950,43.550,0.198,"","","","","",443.279,2.112,344.611,1.709,0.752
1445,-621231,1058382,"","","","","","","",499.384,"",337.100,1.536,5.017
38,-1791745,1490964,14.276,"","","","","",0.011,1216.744,3.434,375.664,1.354,1.203
57,-1791745,1465518,14.276,"","","","","",0.011,1216.744,3.434,375.664,1.354,1.203
3221,-1104704,753031,0.053,"","","","","","",667.947,0.448,376.823,2.413,2.036
9321,-595785,-213916,"","","","","","","",375.974,4.995,341.673,11.822,0.822
9322,-570339,-213916,"","","","","","","",375.974,4.995,341.673,11.822,0.822
4035,-1130150,625801,1.789,"","","","","",0.004,223.238,0.749,382.172,1.889,1.221
8522,-1537286,-86686,39.498,"","","","","","",911.881,10.038,368.352,4.136,1.392
10174,-417664,-366591,"","","","","","","",662.558,63.661,342.740,17.135,""
11712,-519447,-722835,"","","","","","","",345.965,6.501,331.185,3.295,1.733
11713,-494001,-722835,"","","","","","","",345.965,6.501,331.185,3.295,1.733
11802,-519447,-748281,"","","","","","","",345.965,6.501,331.185,3.295,1.733
11803,-494001,-748281,"","","","","","","",345.965,6.501,331.185,3.295,1.733
11892,-519447,-773727,"","","","","","","",345.965,6.501,331.185,3.295,1.733
11893,-494001,-773727,"","","","","","","",345.965,6.501,331.185,3.295,1.733
5481,-1511840,396787,44.557,"","","","","","",333.108,0.154,331.463,1.232,2.387
2629,-468555,854815,"","","","","","","",411.031,0.922,344.835,4.195,2.951
11711,-544893,-722835,0.051,"","","","","","",349.569,6.516,332.226,3.375,1.726
9750,-723015,-290254,98.165,"","","","","","",935.714,8.770,352.850,2.992,2.408
961,-570339,1160166,"","","","","","","",535.431,0.087,283.290,1.298,0.269
1977,-1969867,956598,6.346,"","","","","",0.034,2447.179,1.927,343.985,0.558,0.618
3246,-468555,753031,"","","","","","","",390.596,"",320.888,3.737,1.424
405,-1104704,1287396,"","","","","","","",689.366,1.769,368.206,1.405,0.286
