"point_id","x","y","total_1860","total_1830","slaves_1830","total_1790","slaves_1790","slaves_1860","free_blacks_1860","total_1970","black_1970","total_1910","black_1910","total_2010","black_2010","jail_2010","jail_black_2010"
8713,-723015,-112132,77.657,"","","","","",0.195,481.892,2.002,1104.709,7.604,348.658,3.138,1.610,""
4543,-341326,549463,"","","","","","","",549.451,0.286,832.421,2.188,354.470,1.293,0.216,""
8994,-1359164,-163024,98.165,"","","","","","",647.408,17.161,108.915,0.469,376.557,4.021,1.353,0.026
6437,-1918975,244112,81.016,"","","","","",0.187,219.059,0.026,211.653,1.146,359.820,1.621,1.151,0.013
4383,-341326,574909,"","","","","","","",550.951,0.286,834.683,2.182,356.060,1.298,0.216,""
11346,-494001,-621051,"","","","","","","",300.333,1.326,367.741,0.738,322.273,5.437,0.976,""
2034,-519447,956598,"","","","","","","",565.888,"",1087.920,0.125,350.143,1.128,0.554,0.133
7265,-1181042,116882,10.684,"","","","","","",302.716,0.504,74.907,0.536,350.105,2.298,3.567,0.177
12417,-239542,-1002740,11.342,"","","","",1.626,"",354.492,0.602,286.125,12.159,359.237,24.279,1.812,0.065
5637,-1689962,371341,7.473,"","","","","","",170.738,0.212,157.196,0.788,356.706,20.538,1.143,""
12061,-392218,-824619,"","","","","","","",303.982,0.793,362.051,0.384,347.670,2.470,2.141,""
4642,-1918975,524017,62.733,"","","","","",0.420,133.313,0.534,107.341,0.528,369.574,11.532,1.099,0.003
11967,-799353,-799173,5.278,"","","","",0.036,0.018,313.931,0.454,338.309,2.010,366.654,3.588,"",""
2776,-519447,829369,"","","","","","","",777.427,3.379,907.304,2.153,367.661,11.752,0.865,0.050
2777,-494001,829369,"","","","","","","",777.427,3.379,907.304,2.153,367.661,11.752,0.865,0.050
2925,-519447,803923,"","","","","","","",777.427,3.379,907.304,2.153,367.661,11.752,0.865,0.050
3080,-544893,778477,"","","","","","","",777.427,3.379,907.304,2.153,367.661,11.752,0.865,0.050
1740,-443109,1007490,"","","","","","","",751.685,"",1333.916,0.633,359.261,1.501,0.510,0.049
2924,-544893,803923,"","","","","","","",778.593,3.342,902.455,2.124,367.333,11.627,0.864,0.050
7287,-621231,116882,337.719,"","","","","",0.453,440.653,1.672,489.753,1.796,370.506,17.456,2.380,0.036
3228,-926583,753031,"","","","","","","",822.159,1.982,326.678,0.331,358.556,1.750,1.793,""
4999,-1231934,473125,1.693,"","","","","","",780.974,0.399,1094.689,0.134,262.180,1.167,0.729,0.025
6452,-1537286,244112,13.050,"","","","","","",366.475,"",454.911,1.254,339.598,2.054,25.537,1.486
6453,-1511840,244112,12.382,"","","","","","",366.475,"",454.911,1.254,339.598,2.054,25.537,1.486
6616,-1460948,218666,13.064,"","","","","","",366.475,"",454.911,1.254,339.598,2.054,25.537,1.486
5647,-1435502,371341,57.057,"","","","","","",334.244,0.145,762.538,0.298,342.392,1.238,2.492,0.005
1890,-443109,982044,"","","","","","","",752.280,0.002,1333.916,0.633,360.640,1.508,0.516,0.049
1687,-1791745,1007490,6.346,"","","","","",0.034,386.149,0.055,309.483,0.166,360.755,1.841,1.781,0.097
4478,-1995313,549463,82.979,"","","","","",0.409,254.733,2.687,681.218,4.330,383.944,25.923,1.354,0.064
10557,-417664,-442929,"","","","","","","",578.026,27.537,683.919,1.126,368.846,13.480,1.100,0.244
753,91256,1211058,55.182,2.000,"","","","","",1444.697,2.328,1000.877,0.569,375.212,1.087,1.045,0.095
2626,-544893,854815,"","","","","","","",771.386,1.962,777.106,1.106,346.504,6.992,0.815,0.049
2630,-443109,854815,"","","","","","","",290.062,0.300,98.023,0.073,353.148,2.217,4.053,1.073
3091,-264988,778477,"","","","","","","",840.350,0.067,1114.026,0.311,358.504,0.423,0.543,""
567,-1944421,1236504,31.788,"","","","","","",6336.272,66.404,1872.089,15.013,378.535,2.131,2.623,0.162
2778,-468555,829369,"","","","","","","",428.483,1.179,363.153,0.854,358.995,5.086,3.203,0.796
2935,-264988,803923,"","","","","","","",839.995,0.067,1113.532,0.311,358.663,0.423,0.544,""
3237,-697569,753031,"","","","","","","",656.971,0.104,271.424,0.274,351.481,2.227,0.511,""
3401,-697569,727585,"","","","","","","",656.971,0.104,271.424,0.274,351.481,2.227,0.511,""
2780,-417664,829369,"","","","","","","",287.353,0.262,147.246,0.292,353.931,2.269,4.050,1.069
3229,-901137,753031,"","","","","","","",821.951,1.928,321.551,0.322,362.388,1.720,1.813,""
8682,-1511840,-112132,76.270,"","","","","","",982.433,8.342,374.945,3.304,373.264,3.876,1.429,0.043
5648,-1410056,371341,57.987,"","","","","","",335.713,0.147,772.621,0.289,345.547,1.255,2.505,""
5649,-1384610,371341,57.987,"","","","","","",335.713,0.147,772.621,0.289,345.547,1.255,2.505,""
5812,-1359164,345895,34.124,"","","","","","",335.713,0.147,772.621,0.289,345.547,1.255,2.505,""
1081,-570339,1134720,"","","","","","","",535.431,0.087,499.864,0.175,280.900,0.878,0.267,""
1883,-621231,982044,"","","","","","","",725.957,0.004,674.694,0.882,342.402,1.385,0.561,0.029
3138,981864,778477,28.971,4.000,"","","","",0.055,215.041,0.193,185.936,0.116,383.679,2.026,1.681,0.066
2482,-443109,880261,"","","","","","","",282.459,0.258,88.918,"",355.168,2.278,4.175,1.107
3081,-519447,778477,"","","","","","","",774.319,3.350,906.115,2.140,372.245,11.807,0.903,0.053
9016,-799353,-163024,330.214,"","","","","",0.056,1040.134,3.845,1215.334,5.167,382.135,4.871,1.892,0.029
2779,-443109,829369,"","","","","","","",281.768,0.254,130.482,0.276,355.352,2.284,4.186,1.110
1426,-1104704,1058382,"","","","","","","",477.004,0.135,513.431,1.529,356.551,0.909,0.712,0.040
8034,-1817191,-10348,55.960,"","","","","",0.192,742.149,84.112,708.198,8.018,375.074,43.189,1.387,0.406
435,-341326,1287396,"","","","","","","",822.968,0.260,1498.866,0.867,376.167,1.816,0.259,""
6144,-1155596,295003,44.177,"","","","","","",501.656,0.185,151.464,0.082,361.884,1.860,2.626,0.469
7581,-1206488,65990,7.670,"","","","","","",302.716,0.504,74.907,0.536,358.374,2.442,3.651,0.188
11613,-723015,-697389,5.278,"","","","",0.036,0.018,1563.401,49.566,415.461,7.756,305.649,3.461,2.163,0.046
4225,-315880,600355,"","","","","","","",554.891,0.128,1154.810,1.871,384.408,0.707,0.166,""
8397,-697569,-61240,77.657,"","","","","",0.195,362.423,0.526,581.598,3.062,380.123,6.992,1.585,""
12055,-544893,-824619,5.229,"","","","",0.036,0.018,1929.532,49.976,613.819,10.673,415.926,3.424,0.299,0.024
1702,-1410056,1007490,1.789,"","","","","",0.004,304.565,"",266.722,0.279,341.230,1.246,0.712,""
10406,-1079258,-417483,30.094,"","","","","",0.011,424.262,0.472,286.413,0.648,339.350,1.573,1.748,0.101
819,-1104704,1185612,"","","","","","","",402.808,0.175,1764.742,8.785,367.418,0.909,1.143,0.085
11983,-392218,-799173,"","","","","","","",427.862,1.568,420.901,0.308,369.330,2.546,2.344,0.143
1305,-952029,1083828,"","","","","","","",484.143,"",481.299,1.772,331.136,1.310,0.466,0.001
2775,-544893,829369,"","","","","","","",803.824,2.542,797.486,1.490,360.229,8.915,0.847,0.050
2761,-901137,829369,"","","","","","","",749.521,0.161,312.016,0.305,383.484,2.321,2.905,""
12122,-748461,-850065,5.278,"","","","",0.036,0.018,314.052,1.343,247.025,2.623,387.277,2.837,0.069,""
3351,-1969867,727585,194.732,"","","","","",1.796,402.524,1.074,405.021,0.704,416.113,3.456,1.967,0.004
3513,-2046205,702139,209.725,"","","","","",1.952,444.223,1.189,368.214,0.238,367.473,5.082,1.770,""
7106,-1181042,142328,10.684,"","","","","","",302.716,0.504,74.907,0.536,371.595,2.078,3.785,0.160
6973,-519447,167774,"","","","","","","",471.255,3.907,636.252,6.822,332.045,2.484,1.091,""
1891,-417664,982044,"","","","","","","",756.061,0.018,1333.916,0.633,369.410,1.554,0.553,0.045
1978,-1944421,956598,6.346,"","","","","",0.034,2258.226,1.711,297.279,0.255,363.469,0.711,0.614,0.003
752,65810,1211058,55.182,"","","","","","",1593.462,2.269,1000.877,0.569,386.963,1.043,1.124,0.077
8200,-1664516,-35794,39.498,"","","","","","",291.621,0.273,85.269,0.272,386.374,11.559,1.259,0.097
3066,-901137,778477,"","","","","","","",842.928,2.004,326.487,0.330,371.568,1.787,1.857,""
3220,-1130150,753031,1.631,"","","","","",0.003,366.248,0.116,321.230,0.609,369.506,1.902,1.087,0.043
10304,-417664,-392037,"","","","","","","",683.126,60.328,800.932,0.295,367.594,18.801,0.187,0.035
3065,-926583,778477,"","","","","","","",843.742,2.007,326.678,0.331,371.924,1.789,1.859,""
2038,-417664,956598,"","","","","","","",658.100,0.293,849.292,0.477,362.919,1.185,0.573,0.002
840,-570339,1185612,"","","","","","","",594.293,0.092,539.661,0.265,304.949,1.513,0.421,""
11347,-468555,-621051,"","","","","","","",285.863,1.083,404.160,0.271,309.416,5.956,1.084,""
4874,-214096,498571,"","","","","","","",457.789,"",995.496,14.333,355.286,0.434,0.335,""
1434,-901137,1058382,"","","","","","","",428.763,0.209,567.875,3.575,389.530,2.165,1.090,0.058
2046,-214096,956598,"","","","","","","",1631.604,0.253,2111.437,1.219,420.572,3.645,0.057,0.001
11337,-723015,-621051,3.158,"","","","",0.022,0.011,1018.341,31.616,295.092,4.799,381.467,43.221,2.674,0.577
6772,-1562732,193220,10.684,"","","","","","",492.417,0.158,190.239,0.158,357.195,4.289,3.309,0.272
271,-1028367,1338288,"","","","","","","",1488.157,6.773,265.621,0.865,369.539,0.613,1.201,0.010
4010,-1766299,625801,0.557,"","","","","","",165.022,1.605,105.499,0.556,326.104,2.201,1.360,0.023
70,-2071651,1440072,70.561,"","","","","",0.990,1466.618,3.852,1146.908,1.513,342.791,14.477,1.022,0.057
2927,-468555,803923,"","","","","","","",408.413,0.708,568.841,1.462,360.160,4.903,2.717,0.553
958,-646677,1160166,"","","","","","","",1171.562,0.135,238.621,0.225,306.271,0.886,1.229,""
2156,-1155596,931152,"","","","","","","",707.604,0.566,471.520,1.017,335.052,0.801,0.652,0.005
9881,-952029,-315700,22.658,"","","","","",0.024,370.808,2.188,315.664,0.738,317.924,3.244,1.281,0.221
690,-1511840,1211058,1.789,"","","","","",0.004,1434.373,0.421,1493.040,2.509,368.648,0.462,1.438,""
6758,-1918975,193220,92.659,"","","","","",0.060,380.638,0.587,170.384,0.513,393.136,2.075,2.065,0.037
3415,-341326,727585,"","","","","","","",572.382,0.117,1012.813,2.521,383.512,0.593,"",""
2686,1567121,854815,754.085,518.000,"",19.000,"","",2.257,955.857,2.257,868.099,2.635,373.139,2.064,0.633,0.017
8336,1796135,-35794,331.671,267.000,84.000,158.000,43.000,119.722,11.024,375.196,147.425,578.692,236.673,373.799,118.929,0.805,0.622
1428,-1053813,1058382,"","","","","","","",421.605,"",327.241,0.987,380.281,2.692,0.243,""
165,-1257380,1389180,"","","","","","","",628.462,0.175,224.883,0.165,351.079,1.054,0.378,""
1300,-1079258,1083828,"","","","","","","",442.674,"",299.056,2.141,379.489,3.151,0.298,""
1301,-1053813,1083828,"","","","","","","",442.674,"",299.056,2.141,379.489,3.151,0.298,""
12224,193040,-875511,178.200,1.000,"","","",27.617,0.197,247.810,21.648,1564.508,337.052,434.321,10.087,4.570,0.095
5001,-1181042,473125,0.912,"","","","","","",789.534,0.723,920.256,0.237,348.407,1.513,1.436,0.039
11239,-748461,-595605,5.072,"","","","",0.028,0.014,940.416,27.468,336.150,5.031,384.576,39.812,2.705,0.655
7425,-1155596,91436,9.893,"","","","","","",302.716,0.504,74.907,0.536,383.925,1.952,3.911,0.150
10531,-1079258,-442929,36.688,"","","","","","",434.286,0.542,288.698,0.700,348.932,1.650,1.780,0.100
8210,-1410056,-35794,151.546,"","","","","","",647.408,17.161,108.915,0.469,381.460,3.002,1.370,0.019
8205,-1537286,-35794,84.093,"","","","","","",588.831,11.285,95.306,0.370,411.507,4.341,1.414,0.026
7762,-646677,40544,77.657,"","","","","",0.195,1781.993,10.606,1703.627,19.531,411.335,24.484,2.352,0.098
1304,-977475,1083828,"","","","","","","",497.267,"",481.299,1.772,340.222,1.338,0.476,""
751,40364,1211058,55.182,"","","","","","",2122.615,1.857,1124.588,0.554,406.318,0.805,1.160,0.006
7402,-1740853,91436,101.142,"","","","","",0.050,107.508,1.806,102.705,0.493,357.043,7.420,1.466,0.043
10303,-443109,-392037,"","","","","","","",658.259,52.698,660.992,0.124,388.497,11.333,0.346,0.069
2907,-977475,803923,"","","","","","","",833.695,1.496,326.678,0.331,384.154,2.019,2.229,""
10637,-1511840,-468375,78.681,"","","","","",0.255,295.023,0.863,620.788,8.026,394.278,2.654,0.904,0.015
425,-595785,1287396,"","","","","","","",866.188,5.120,758.014,0.445,346.223,1.704,1.283,""
537,-214096,1261950,"","","","","","","",1319.563,"",2520.107,2.687,386.580,0.336,0.401,0.017
8856,-1028367,-137578,39.498,"","","","","","",1980.099,18.789,594.057,3.025,381.363,1.919,1.912,0.006
9007,-1028367,-163024,39.498,"","","","","","",1978.815,18.761,594.007,3.020,381.507,1.923,1.911,0.006
2035,-494001,956598,"","","","","","","",605.280,"",1115.213,0.113,373.824,1.241,0.540,0.157
2036,-468555,956598,"","","","","","","",634.436,0.125,977.841,0.230,373.527,1.198,0.508,0.111
3224,-1028367,753031,"","","","","","","",681.230,1.222,255.165,0.550,367.757,1.676,2.133,0.038
3580,-341326,702139,"","","","","","","",677.729,0.149,851.182,1.347,381.394,0.652,0.851,0.019
6807,-672123,193220,337.719,"","","","","",0.453,520.072,0.499,702.474,0.092,406.571,2.633,0.792,0.061
4334,-1588178,574909,1.463,"","","","","","",202.843,1.453,118.192,0.552,368.578,3.097,1.234,0.065
6814,-494001,193220,"","","","","","","",987.398,5.550,853.990,7.983,366.700,2.960,1.282,""
10162,-723015,-366591,22.658,"","","","","",0.024,634.508,3.747,658.756,4.855,406.748,2.943,2.593,0.033
5662,-1053813,371341,0.912,"","","","","","",363.702,0.596,212.141,0.706,392.321,6.382,1.287,0.101
6795,-977475,193220,44.211,"","","","","","",742.092,1.982,592.750,3.273,383.719,1.285,1.021,0.013
10386,-1588178,-417483,78.681,"","","","","",0.255,199.518,8.673,753.498,10.006,331.160,4.982,0.759,0.028
268,-1104704,1338288,"","","","","","","",449.012,0.260,265.621,0.865,396.944,1.526,0.153,0.001
9458,-824799,-239362,532.734,"","","","","",0.325,409.765,0.412,692.243,0.634,386.510,7.587,56.028,5.369
9459,-799353,-239362,496.072,"","","","","",0.252,409.765,0.412,692.243,0.634,386.510,7.587,56.028,5.369
9460,-773907,-239362,460.180,"","","","","",0.182,409.765,0.412,692.243,0.634,386.510,7.587,56.028,5.369
9461,-748461,-239362,426.445,"","","","","",0.115,409.765,0.412,692.243,0.634,386.510,7.587,56.028,5.369
9602,-824799,-264808,178.466,"","","","","",0.094,409.765,0.412,692.243,0.634,386.510,7.587,56.028,5.369
9603,-799353,-264808,243.242,"","","","","",0.171,409.765,0.412,692.243,0.634,386.510,7.587,56.028,5.369
9604,-773907,-264808,305.609,"","","","","",0.244,409.765,0.412,692.243,0.634,386.510,7.587,56.028,5.369
9746,-824799,-290254,97.923,"","","","","","",409.765,0.412,692.243,0.634,386.510,7.587,56.028,5.369
4376,-519447,574909,"","","","","","","",737.402,0.203,741.755,0.101,382.417,2.115,1.798,""
4536,-519447,549463,"","","","","","","",737.402,0.203,741.755,0.101,382.417,2.115,1.798,""
4211,-672123,600355,"","","","","","","",798.694,0.558,615.104,31.848,350.040,1.412,1.627,0.020
6947,-1181042,167774,12.774,"","","","","","",302.716,0.504,74.907,0.536,394.479,1.844,4.019,0.142
412,-926583,1287396,"","","","","","","",365.862,0.011,265.621,0.865,379.750,0.683,0.110,""
3578,-392218,702139,"","","","","","","",463.599,0.173,404.504,0.232,378.480,0.937,1.515,0.046
4168,-1766299,600355,0.557,"","","","","","",165.022,1.605,105.499,0.556,333.813,2.198,1.392,0.023
4327,-1766299,574909,0.557,"","","","","","",165.022,1.605,105.499,0.556,333.813,2.198,1.392,0.023
10514,-1511840,-442929,78.681,"","","","","",0.255,304.189,1.308,620.148,8.007,400.480,3.072,0.918,0.017
3895,-621231,651247,"","","","","","","",988.365,1.308,1065.453,2.740,383.521,1.116,1.321,0.138
10153,-952029,-366591,22.658,"","","","","",0.024,367.534,2.512,251.724,0.770,322.723,3.037,1.321,0.162
2909,-926583,803923,"","","","","","","",824.288,1.017,326.678,0.331,395.605,2.234,2.576,""
1079,-621231,1134720,"","","","","","","",966.202,0.090,253.953,0.223,324.009,1.063,2.146,0.123
1211,-315880,1109274,"","","","","","","",1853.017,0.604,1923.820,1.771,375.495,1.368,0.182,0.004
1057,-1181042,1134720,"","","","","","","",532.121,0.645,531.889,5.831,379.926,1.354,1.631,0.148
10681,-392218,-468375,"","","","","","","",651.187,25.265,1445.272,0.815,404.784,13.040,1.109,0.543
646,65810,1236504,55.182,"","","","","","",660.007,2.638,1000.877,0.569,383.521,1.575,0.862,0.192
2003,-1308272,956598,"","","","","","","",367.343,0.314,351.909,1.420,392.286,1.285,0.550,""
434,-366772,1287396,"","","","","","","",894.019,0.282,1628.271,0.942,390.604,2.266,0.269,""
9017,-773907,-163024,294.761,"","","","","",0.076,999.533,3.499,1216.983,4.731,405.319,4.971,2.007,0.034
11979,-494001,-799173,"","","","","","","",1732.497,44.782,544.720,9.303,424.721,3.613,0.617,0.020
1585,-621231,1032936,"","","","","","","",547.100,"",458.514,1.241,366.674,1.934,0.598,0.003
1052,-1308272,1134720,1.789,"","","","","",0.004,483.226,0.059,472.423,2.238,371.467,0.662,0.240,""
2926,-494001,803923,"","","","","","","",760.053,3.213,900.652,2.078,393.291,12.058,1.081,0.064
2910,-901137,803923,"","","","","","","",819.941,0.796,326.678,0.331,400.897,2.333,2.736,""
6629,-1130150,218666,44.211,"","","","","","",423.800,0.178,296.163,1.238,382.611,2.304,2.676,0.504
2453,-1181042,880261,0.162,"","","","","","",473.966,0.244,109.851,0.510,368.124,2.009,0.501,0.047
4805,-1969867,498571,62.733,"","","","","",0.420,229.210,1.211,729.072,4.809,398.640,2.490,1.213,0.039
9880,-977475,-315700,22.658,"","","","","",0.024,367.101,2.519,248.919,0.759,325.249,3.059,1.321,0.164
10019,-977475,-341146,22.658,"","","","","",0.024,367.101,2.519,248.919,0.759,325.249,3.059,1.321,0.164
10020,-952029,-341146,22.658,"","","","","",0.024,367.101,2.519,248.919,0.759,325.249,3.059,1.321,0.164
10021,-926583,-341146,22.658,"","","","","",0.024,367.101,2.519,248.919,0.759,325.249,3.059,1.321,0.164
10152,-977475,-366591,22.658,"","","","","",0.024,367.101,2.519,248.919,0.759,325.249,3.059,1.321,0.164
8530,-1333718,-86686,39.498,"","","","","","",647.408,17.161,108.915,0.469,406.087,1.876,1.459,0.012
149,-1664516,1389180,13.957,"","","","","",0.011,438.347,9.106,558.873,1.099,408.190,2.689,2.013,0.048
71,-2046205,1440072,83.129,"","","","","",1.248,1487.388,3.874,1145.772,1.506,356.433,14.436,1.059,0.057
1210,-341326,1109274,"","","","","","","",2600.445,0.966,1996.346,2.745,374.449,1.451,0.330,0.007
6145,-1130150,295003,40.349,"","","","","","",537.872,0.172,183.610,0.093,385.969,1.775,2.766,0.399
11978,-519447,-799173,0.068,"","","","","","",1833.517,47.571,575.999,9.955,431.536,3.636,0.535,0.022
11532,-468555,-671943,"","","","","","","",254.367,0.713,305.002,0.238,380.124,2.853,1.950,0.142
8197,-1740853,-35794,54.360,"","","","","",0.173,99.486,0.802,649.328,7.275,385.365,18.764,1.317,0.180
3581,-315880,702139,"","","","","","","",872.366,0.150,1126.509,1.794,390.799,0.451,0.634,0.006
2623,-621231,854815,"","","","","","","",859.691,0.659,549.378,0.008,342.296,2.532,0.805,0.050
11128,-901137,-570159,136.369,"","","","",0.441,0.412,118.259,0.456,313.301,1.981,403.087,5.510,4.238,0.214
8689,-1333718,-112132,39.498,"","","","","","",648.729,17.175,109.345,0.470,408.115,1.881,1.469,0.012
777,-2173435,1185612,1.598,"","","","","","",417.399,1.117,145.869,0.023,416.804,0.983,2.492,0.296
720,-748461,1211058,"","","","","","","",426.401,0.363,243.862,0.247,375.100,1.700,0.769,""
4640,-1969867,524017,62.733,"","","","","",0.420,229.210,1.211,656.247,4.290,392.353,1.579,1.194,0.025
2624,-595785,854815,"","","","","","","",863.133,0.662,550.750,"",343.529,2.543,0.808,0.050
2625,-570339,854815,"","","","","","","",863.133,0.662,550.750,"",343.529,2.543,0.808,0.050
209,-1282826,1363734,"","","","","","","",887.658,0.247,317.631,0.233,363.207,1.082,0.391,""
1838,-1766299,982044,6.346,"","","","","",0.034,745.966,0.917,817.730,1.055,381.951,1.252,1.507,0.038
10288,-824799,-392037,22.658,"","","","","",0.024,350.085,1.995,414.900,2.466,469.815,3.825,3.367,0.078
11528,-570339,-671943,"","","","","","","",945.830,34.434,100.886,2.417,388.905,7.077,8.153,0.697
1741,-417664,1007490,"","","","","","","",910.752,0.044,1333.916,0.633,390.571,1.475,0.603,0.045
3713,-1155596,676693,1.789,"","","","","",0.004,190.197,"",389.621,0.596,431.109,2.095,1.372,""
3874,-1155596,651247,1.789,"","","","","",0.004,190.197,"",386.446,0.597,431.109,2.095,1.372,""
3875,-1130150,651247,1.789,"","","","","",0.004,190.197,"",233.153,0.625,431.109,2.095,1.372,""
4848,-875691,498571,"","","","","","","",419.200,3.139,354.664,4.590,354.444,0.732,1.521,0.007
3548,-1155596,702139,1.789,"","","","","",0.004,190.197,"",389.621,0.596,431.609,2.099,1.374,""
4545,-290434,549463,"","","","","","","",585.235,0.051,939.758,0.344,410.444,1.363,1.076,""
12493,-366772,-1079078,18.693,"","","","","","",50.603,0.625,449.750,0.353,390.180,2.326,1.100,0.023
6099,-2300665,295003,148.529,"","","","","",0.961,239.743,12.639,1032.249,2.601,389.359,5.541,0.734,0.076
3222,-1079258,753031,"","","","","","","",764.969,0.539,230.867,0.625,411.948,2.094,2.569,0.089
6627,-1181042,218666,44.211,"","","","","","",452.628,0.203,107.946,0.068,390.324,2.463,2.888,0.704
4385,-290434,574909,"","","","","","","",586.096,0.053,940.862,0.347,411.291,1.366,1.073,""
7577,-1308272,65990,7.670,"","","","","","",232.166,0.275,86.538,0.293,301.825,1.070,4.096,0.185
1583,-672123,1032936,"","","","","","","",662.406,0.088,264.773,1.762,372.761,1.979,0.600,""
3083,-468555,778477,"","","","","","","",389.804,"",881.894,2.030,362.331,4.884,1.777,0.103
8082,-595785,-10348,"","","","","","","",554.679,0.880,245.959,0.196,396.128,4.036,1.197,""
5011,-926583,473125,0.723,"","","","","","",419.200,3.139,354.664,4.590,355.267,1.411,1.525,0.014
8681,-1537286,-112132,86.713,"","","","","","",1129.876,4.460,492.023,4.552,385.757,3.285,1.513,0.047
841,-544893,1185612,"","","","","","","",588.133,0.092,535.496,0.255,297.883,0.646,0.401,""
10434,-366772,-417483,"","","","","","","",986.601,73.239,1598.071,3.666,396.820,20.829,1.089,0.295
605,-977475,1236504,"","","","","","","",393.266,0.001,265.621,0.865,378.284,0.703,0.094,""
2760,-926583,829369,"","","","","","","",807.392,0.158,326.678,0.331,416.171,2.619,3.199,""
3564,-748461,702139,"","","","","","","",433.753,0.027,242.480,0.725,375.845,1.196,1.403,0.212
2130,-1817191,931152,6.346,"","","","","",0.034,182.094,0.715,104.951,0.052,406.938,2.093,1.005,0.254
10305,-392218,-392037,"","","","","","","",785.466,75.925,1084.103,0.536,371.471,34.050,0.024,""
8238,-697569,-35794,77.657,"","","","","",0.195,474.672,1.561,818.766,6.800,418.858,7.431,1.838,0.018
2152,-1257380,931152,"","","","","","","",351.051,0.225,410.110,1.532,400.200,1.605,0.632,0.023
12056,-519447,-824619,0.665,"","","","",0.005,0.002,2124.482,55.604,666.090,11.832,451.165,3.703,0.301,0.026
12057,-494001,-824619,"","","","","","","",2124.482,55.604,666.090,11.832,451.165,3.703,0.301,0.026
12058,-468555,-824619,"","","","","","","",2124.482,55.604,666.090,11.832,451.165,3.703,0.301,0.026
12132,-494001,-850065,"","","","","","","",2124.482,55.604,666.090,11.832,451.165,3.703,0.301,0.026
12133,-468555,-850065,"","","","","","","",2124.482,55.604,666.090,11.832,451.165,3.703,0.301,0.026
7266,-1155596,116882,10.684,"","","","","","",302.716,0.504,74.907,0.536,419.452,1.588,4.273,0.122
2854,2050595,829369,98.056,47.000,"",52.000,"","",0.113,394.554,0.884,411.326,1.574,382.959,1.100,1.356,0.011
10158,-824799,-366591,22.658,"","","","","",0.024,365.921,2.044,410.992,2.055,485.687,3.899,3.516,0.083
7292,-494001,116882,"","","","","","","",587.499,3.841,430.348,0.645,402.736,2.933,0.013,""
6455,-1460948,244112,10.340,"","","","","","",344.218,0.007,408.584,1.164,380.637,1.693,21.533,1.232
2486,-341326,880261,"","","","","","","",1041.919,1.190,678.718,"",375.709,0.585,0.435,""
1082,-544893,1134720,"","","","","","","",547.301,0.149,530.885,0.135,311.761,0.648,0.366,0.004
8867,-748461,-137578,77.657,"","","","","",0.195,424.667,0.077,1233.044,0.489,409.799,3.741,1.866,0.050
1030,-1868083,1134720,6.346,"","","","","",0.034,480.622,1.203,750.423,0.216,384.665,1.066,1.404,0.007
6948,-1155596,167774,13.044,"","","","","","",302.716,0.504,74.907,0.536,421.716,1.565,4.296,0.120
7107,-1155596,142328,10.755,"","","","","","",302.716,0.504,74.907,0.536,421.716,1.565,4.296,0.120
2774,-570339,829369,"","","","","","","",862.516,0.681,553.317,0.016,351.397,2.622,0.826,0.050
1059,-1130150,1134720,"","","","","","","",339.012,0.073,872.305,4.824,390.072,1.166,2.228,0.073
3582,-290434,702139,"","","","","","","",782.615,0.149,1090.788,2.032,399.874,0.487,0.428,0.004
2783,-341326,829369,"","","","","","","",688.361,0.593,647.034,7.525,383.098,1.569,0.287,0.060
811,-1308272,1185612,1.789,"","","","","",0.004,724.860,0.182,586.919,4.275,403.167,1.304,1.410,0.011
1433,-926583,1058382,"","","","","","","",509.956,0.044,910.154,6.412,372.784,1.612,0.624,0.007
11614,-697569,-697389,5.278,"","","","",0.036,0.018,1102.774,26.901,247.636,3.571,366.450,21.177,1.549,0.085
8046,-1511840,-10348,151.546,"","","","","","",573.318,9.728,91.701,0.343,429.154,4.108,1.460,0.023
691,-1486394,1211058,1.789,"","","","","",0.004,1600.880,0.333,1428.679,2.203,392.531,0.483,1.517,""
988,116702,1160166,5.242,6.000,"","","","",0.016,2052.395,1.433,927.253,0.688,417.361,1.006,1.172,0.013
4351,-1155596,574909,0.912,"","","","","","",490.678,2.527,338.317,1.400,383.345,2.782,1.188,0.027
11946,854634,-773727,3.861,1.000,"","","",1.340,0.031,107.162,0.107,20.090,6.538,259.602,1.337,2.077,0.025
1159,-1639070,1109274,6.346,"","","","","",0.034,495.531,0.238,668.130,0.080,406.866,2.838,"",""
2787,-239542,829369,"","","","","","","",998.447,0.100,1494.751,0.516,408.996,0.630,0.539,""
10157,-850245,-366591,22.658,"","","","","",0.024,391.198,2.122,404.755,1.397,503.718,3.969,3.699,0.090
6486,-672123,244112,337.719,"","","","","",0.453,527.141,0.540,720.008,"",429.385,2.563,0.663,0.066
1244,1948811,1109274,3992.516,2372.000,"",2624.000,"","",0.336,4843.448,1.729,4064.799,3.428,547.747,0.605,0.684,0.003
10544,-748461,-442929,24.891,"","","","","",0.020,258.502,0.237,450.618,6.231,414.837,3.387,2.564,0.032
9008,-1002921,-163024,39.498,"","","","","","",1216.407,2.126,564.450,0.583,467.192,4.158,0.969,0.028
1537,-1842637,1032936,6.346,"","","","","",0.034,373.781,0.049,315.051,0.179,408.864,1.973,2.018,0.104
12426,-10528,-1002740,71.359,"","","","",43.530,"",576.681,110.964,280.851,92.081,414.614,26.837,2.818,0.506
